text,label
TDTU mình có cần làm thủ tục gì để được nhận cái giảm học phí này không hay tự động được trừ luôn vậy ạ?,ACADEMIC
Phí ký túc xá là bao nhiêu?,FINANCIAL
"Cảm ơn chatbot nhiều, em đi đây ạ.",GREETING
Học phí từng tín chỉ của các ngành khác nhau thế nào ấy nhỉ?,ACADEMIC
Trong quá trình học ở TDTU nếu gặp khó khăn thì liên hệ chỗ nào để được hỗ trợ ạ?,ACADEMIC
"- Mình làm ở ngoài thì ghi địa chỉ TDTU đầu tiên, rồi ghi thêm địa chỉ cty được không?",ACADEMIC
"Alo ad ơi, em cần hỗ trợ về tài khoản sinh viên.",GREETING
- Còn sv học thẳng đh TDTU thì nộp những gì vậy ạ? Hồ sơ nhập học với hồ sơ gì nữa ạ?,ADMISSION
Thông tin xét tuyển thẳng đh tdtu năm nay có những ngành nào hot nhỉ?,ADMISSION
"Quy định về quy chế quản lý người học trình độ thạc sĩ, tiến sĩ là gì?",GENERAL
Có chính sách hỗ trợ học phí cho sv sau đh ko ạ?,ACADEMIC
Học thạc sĩ liên kết quốc tế Toán ứng dụng của TDTU có khác gì so với học thạc sĩ Toán ứng dụng bình thường của trường mình không ạ?,ACADEMIC
Giờ mở cửa của sân vận động TDTU là khi nào?,GENERAL
Bằng thạc sĩ liên kết này có giá trị tương đương bằng thạc sĩ trong nước không ạ?,ACADEMIC
Deadline nộp tiền thi là khi nào zậy?,ADMISSION
Vậy là cứ theo thông báo trên web admission của trường thôi đúng ko mng?,ADMISSION
Mật khẩu wifi trường có thay đổi không?,GENERAL
Sv năm nhất TDTU có cần cái này ko ta?,ADMISSION
"""Hello"" có phải là hơi trang trọng quá không?",OUT_OF_SCOPE
Chương trình tiên tiến khác gì chương trình tiêu chuẩn vậy thầy/cô?,ADMISSION
"""Áp dụng kiến thức toán học"" ở mục kiến thức chuyên môn là những môn nào mình đã học ở đh vậy?",ACADEMIC
Tôi có thể báo cáo sự cố wifi ở đâu?,GENERAL
Học bổng này có cover hết học phí chương trình bồi dưỡng kiến thức thạc sĩ không ạ?,ACADEMIC
Sinh viên có được phép nhuộm tóc không?,GENERAL
Hi! Tks bạn trước nha.,GREETING
Đóng trực tiếp ở ngân hàng thì cần mang theo cái gì không ạ?,ACADEMIC
- Vậy là sv nào học tiếng Việt/Anh 1 năm thì nộp lại hồ sơ nhập học đã scan thôi đúng ko ạ?,ADMISSION
Có chỗ gửi xe qua đêm không?,GENERAL
Sau 4/8/2025 mới dùng được tài khoản hả thầy/cô?,ACADEMIC
Học bổng 100% với 50% là apply chung 1 đợt hả thầy/cô?,ACADEMIC
Nếu đi Grab/Be từ sân bay về ký túc xá TDTU thì tầm bao nhiêu tiền ạ?,ADMISSION
"""aaaaaaaaaaaa"" spam chữ cái có bị gì ko?",OUT_OF_SCOPE
Học bổng này có áp dụng cho sv năm nhất đh không ạ?,ACADEMIC
Ai là Hiệu trưởng hiện tại của trường?,GENERAL
Thanh toán học phí trễ thì có được xét học bổng không ạ?,ACADEMIC
"Bye chatbot, có gì em hỏi sau ạ!",GREETING
- Cái điểm xét tuyển 24.0 trên 40 là tính theo tổ hợp môn mình chọn hay sao á?,ADMISSION
"Hello, mình muốn hỏi về...",GREETING
Thư viện có mở cửa vào cuối tuần không?,GENERAL
Giá vé xe bus đến trường là bao nhiêu?,GENERAL
Có chương trình khuyến mãi nào ở căn tin không?,GENERAL
*   Ưu tiên xét tuyển của TDTU là có những đối tượng nào vậy ạ?,ADMISSION
Nộp mấy thứ này ở đâu vậy ạ TDTU?,ACADEMIC
Email trungtamtinhoc@tdtu.edu.vn để hỏi về lớp tin học cơ bản được không ạ?,ACADEMIC
"*   Nghe đồn Sơn Tùng đang hẹn hò, true không ad?",OUT_OF_SCOPE
Trung tâm có những khóa học nào dành riêng cho sv đh mình không?,GENERAL
Ăn chay ở đâu ngon mà không bị ngán?,OUT_OF_SCOPE
Học bổng khuyến khích học tập được xét như thế nào?,ACADEMIC
Nếu em nhập học năm 2024 thì vẫn theo quy chế cũ của TDTU đúng không?,ACADEMIC
Nếu sv có đơn xin xét cái gì đó liên quan đến học vụ thì gửi ở đâu ạ?,ACADEMIC
Web gradstudent.tdtu.edu.vn dùng để làm gì vậy ạ?,ACADEMIC
Nếu chưa có tài khoản trên hệ thống của Bộ thì phải làm sao?,ADMISSION
Quy định về quy định đào tạo tiếng anh cho sinh viên chương trình tiêu chuẩn - áp dụng cho khóa tuyển  … là gì?,GENERAL
"Tạm biệt, chatbot của trường!",GREETING
TDTU có tổ chức mấy clb ngoại ngữ cho sv giao lưu học hỏi ko ạ?,ACADEMIC
Giảng viên ở trung tâm có hay chia sẻ kinh nghiệm thực tế cho sv TDTU không?,GENERAL
Hồ sơ xin hỗ trợ sinh hoạt phí nộp ở đâu vậy ạ?,ACADEMIC
"- Alo, cho em hỏi mẫu xác nhận ""Những điều cần biết..."" tải ở đâu á?",ADMISSION
Web trường mình là web nào vậy ạ?,ADMISSION
Hồ sơ cần chuẩn bị để chứng minh là cán bộ công đoàn chuyên trách gồm những gì vậy thầy/cô?,ACADEMIC
Biden dạo này có tweet gì hot ko?,OUT_OF_SCOPE
Chính trị có phải là một trò hề ko bro? (just kidding),OUT_OF_SCOPE
"Chào buổi sáng, chatbot. Hôm nay trường có thông báo gì không ạ?",GREETING
- Giấy tờ ưu tiên chính sách cần công chứng những loại nào vậy ạ?,ADMISSION
Thư viện TDTU nằm ở tòa nhà nào?,GENERAL
"Ê bot, khỏe không?",OUT_OF_SCOPE
Nếu chưa có chứng chỉ thì có cách nào để được công nhận không ạ?,ACADEMIC
Hạn chót đóng học phí học kì 2 này là khi nào vậy ạ?,ACADEMIC
Mấy ông tổng thống có bí kíp gì để giữ dáng ko?,OUT_OF_SCOPE
Liên kết đào tạo quốc tế có phải học hoàn toàn ở nước ngoài ko?,ADMISSION
Khuôn viên TDTU nằm ở đâu?,GENERAL
Mấy cái PEO này có ảnh hưởng gì đến việc xét tốt nghiệp/học bổng của sv không ạ?,ACADEMIC
Phòng y tế có số điện thoại liên lạc không?,GENERAL
Bảng điểm tích lũy là mình xin ở phòng đào tạo đúng ko ạ?,ACADEMIC
Nhà thi đấu TDTU có những môn thể thao nào được tổ chức?,GENERAL
Nếu mất xe thì liên hệ ai?,GENERAL
Email của thầy Trần Quốc Cường là gì ạ?,GENERAL
Cần chuẩn bị những giấy tờ gì ngoài đơn với giấy bảo lãnh nữa ko ạ?,ACADEMIC
Tốt nghiệp giỏi đh khác mà ko phải công lập thì ko đc xét học bổng hả ad?,ACADEMIC
Nếu có visa approval letter rồi thì đi lấy visa luôn đc hả?,ADMISSION
*   Jennie (Blackpink) có phim mới không ad?,OUT_OF_SCOPE
Quy định về quy định về các học phần cơ sở tin học theo chuẩn mos - áp dụng cho sinh viên từ khóa tuyể … là gì?,GENERAL
"Mấy bro ơi, ""sản phẩm khoa học"" là gồm những cái j vậy?",ACADEMIC
Sinh viên bị đình chỉ học tập trong trường hợp nào?,STUDENT_LIFE
"Dạ, cảm ơn bạn nhiều lắm!",GREETING
- Nếu điểm ĐGNL của em cao hơn 900 thì điểm ưu tiên tính kiểu khác hả thầy/cô?,ADMISSION
*   Blackpink có concert ở VN không ad ơi?,OUT_OF_SCOPE
Ai có chứng chỉ TA thì nộp bản photo lun hả mn?,ADMISSION
Anh/chị cho em hỏi học phí các lớp ở trung tâm tin học ntn ạ?,GENERAL
Tòa E là nơi diễn ra các hoạt động gì?,GENERAL
TDTU mình có tổ chức thi để lấy chứng chỉ này không ạ?,ACADEMIC
Ai là tác giả của thuyết tương đối?,OUT_OF_SCOPE
Vậy là học bổng thạc sĩ chỉ xét sau năm nhất hả thầy/cô?,ACADEMIC
Chuẩn ngoại ngữ đầu ra này áp dụng cho tất cả các ngành của TDTU luôn hả thầy/cô?,ACADEMIC
Nếu sv ko hoàn thành đủ định mức thì sao ạ?,ACADEMIC
"Mấy môn được công nhận, chuyển đổi tín chỉ từ đh khác thì sao ta?",ACADEMIC
Ngưỡng đảm bảo chất lượng quy đổi là cái gì vậy ta? Sv mới chưa hiểu lắm.,ADMISSION
"Link ""tại đây"" bị die rồi hả ad?",ACADEMIC
- Chứng chỉ tiếng Anh phải thi trực tiếp mới được hả thầy/cô?,ADMISSION
Trung tâm tin học ở phòng A708 thiệt hả ta?,GENERAL
Phỏng vấn thì hỏi những gì để chứng minh mình có khả năng học tốt ở TDTU ạ?,ACADEMIC
Cho em hỏi xíu về thủ tục đăng ký môn học với ạ.,GREETING
"PEO1, PEO2,... là viết tắt của cái gì, có tài liệu nào giải thích rõ hơn không ạ?",ACADEMIC
Thời hạn đào tạo tối đa của sv đh TDTU là bao lâu?,ACADEMIC
"Nếu sv chưa nộp học phí đợt 1,2,3 thì có nộp đợt 4 này được không ạ?",ACADEMIC
Nếu chưa có bài báo nào thì có nộp được đơn xin học bổng không ạ?,ACADEMIC
25% học phí năm nhất là trừ trực tiếp vào học phí luôn hay sao ạ?,ACADEMIC
Cái gì to nhất vũ trụ?,OUT_OF_SCOPE
"Nay trời âm u, chán đời ghê á!",OUT_OF_SCOPE
Học bổng này chỉ dành cho sv quốc tế thôi hả thầy/cô?,ACADEMIC
Trang tra cứu kết quả trúng tuyển của TDTU mở từ 24/8 hả thầy/cô?,ADMISSION
Vậy là sv nhập học trc 2025 thì ko đc xét HBTS hả thầy/cô?,ACADEMIC
Thời điểm nộp hồ sơ tính là ngày nào vậy ạ?,ACADEMIC
Tên đầy đủ của trường trước đây là gì?,GENERAL
Đăng ký thông tin ngành dự kiến để được tư vấn là bắt buộc hay tự nguyện vậy ạ?,ADMISSION
Trường có bảo tàng hoặc phòng truyền thống không?,GENERAL
Nếu có bằng rồi thì có cần thi lại để xét chuẩn đầu ra ngoại ngữ của trường ko?,ACADEMIC
Nước mình giành độc lập năm nào ấy nhỉ? Mấy bạn Gen Z hay quên lém.,OUT_OF_SCOPE
Nếu tớ có nhiều loại học bổng đủ điều kiện thì auto được cái cao nhất hả thầy/cô?,ACADEMIC
Cơ sở Khánh Hòa có phòng thực hành cho ngành nào?,GENERAL
Điều kiện để ở ký túc xá là gì?,FINANCIAL
"""asdf"" ngắn gọn xúc tích, bot thấy sao?",OUT_OF_SCOPE
PLO này có nghĩa là sau khi ra trường sv phải làm được những gì hả thầy/cô?,ACADEMIC
Thủ đô của nước Úc là Sydney hay Canberra?,OUT_OF_SCOPE
"- Lưu học sinh có khác gì sv Việt Nam mình ko thầy/cô? (ví dụ học phí, học bổng...)",ACADEMIC
Nếu nộp sau thời hạn thì sao ạ?,ACADEMIC
"""Hi"" có thông dụng hơn ""Hello"" không?",OUT_OF_SCOPE
"Hi ad, tks ad nhìu nha!",GREETING
Vậy nếu lỡ học dư tín chỉ so với yêu cầu tốt nghiệp thì mấy tín chỉ dư đó ko được tính học bổng à?,ACADEMIC
Trường trực thuộc cơ quan nào?,GENERAL
Bãi giữ xe TDTU nằm ở đâu?,GENERAL
Sv năm cuối rồi mà chưa có thì có kịp không ta?,ACADEMIC
Học phí kì 2 này có tăng so với kì 1 ko ạ?,ACADEMIC
Tốt nghiệp loại giỏi mà đi nghĩa vụ quân sự xong mới học cao học thì còn được tính là dự tuyển trong vòng 1 năm ko thầy/cô?,ACADEMIC
WoS Q1 vs Q2 khác gì mà tiền thưởng khác nhau vậy ạ?,ACADEMIC
Bot hay chào mọi người thế nào?,OUT_OF_SCOPE
Học phí toàn khóa thạc sĩ dao động lớn vậy ạ?,ACADEMIC
Vậy là phải tốt nghiệp đh TDTU rồi mới đc xét học bổng này hả thầy/cô?,ACADEMIC
"""fghjkl"" có ai thích gõ cái này ko?",OUT_OF_SCOPE
4+1 tính học phí theo tín chỉ là sao v ạ?,ACADEMIC
Vậy là sv mình trúng tuyển thạc sĩ ở Phân hiệu Khánh Hòa hả thầy/cô?,ACADEMIC
Điều kiện để nhận học bổng là gì?,ACADEMIC
"""This is a test"" bằng tiếng Anh thì bot có hiểu hơn ko?",OUT_OF_SCOPE
Phương thức xét học bạ 6HK thì cần điểm TB mỗi HK bao nhiêu mới chắc chắn đậu?,ADMISSION
Chào bạn tối muộn!,OUT_OF_SCOPE
Có camera an ninh ở bãi giữ xe không?,GENERAL
"Trời dạo này ẩm ương quá à, bực ghê!",OUT_OF_SCOPE
Trên web có hướng dẫn chi tiết cách apply ko mọi người?,ADMISSION
Thư viện có bán văn phòng phẩm không?,GENERAL
"- Điều kiện ""đủ điều kiện trúng tuyển"" cụ thể là gì vậy thầy/cô?",ACADEMIC
Vậy là cán bộ công đoàn chuyên trách mới được ưu tiên hả thầy/cô?,ACADEMIC
Vậy là học bổng này chỉ áp dụng cho chương trình bồi dưỡng kiến thức thạc sĩ thôi hả thầy/cô?,ACADEMIC
Nếu đóng trễ thì có bị phạt không TDTU?,ACADEMIC
Nếu có bài Q1 thì có lợi ích j không mọi người?,ACADEMIC
Hạn chót nộp lệ phí đợt 1 là khi nào vậy ạ?,ADMISSION
Tham gia CLB được cộng bao nhiêu điểm?,STUDENT_LIFE
Vậy là chứng chỉ phải còn hạn ít nhất 2 năm tính tới lúc xét tốt nghiệp hả?,ACADEMIC
Nếu em muốn hỏi về thủ tục nhập học thì gọi số nào nhanh nhất ạ?,ADMISSION
Email doanhoi@tdtu.edu.vn dùng để giải quyết những vấn đề gì vậy ạ?,ACADEMIC
Vậy chương trình tiếng Anh hoàn toàn mà không có học bổng thì khác gì chương trình có học bổng ạ?,ADMISSION
"Quy định về thông báo mức thu học phí trình độ đại học, thạc sĩ, tiến sĩ năm học 2025-2026 là gì?",GENERAL
*   Blackpink có hay đi ăn vặt ở Hàn không ad?,OUT_OF_SCOPE
Cơ sở Bảo Lộc của TDTU có những khoa nào?,GENERAL
- Tốt nghiệp THPT trước 2025 mà muốn học liên kết quốc tế thì phải nộp thêm học bạ trên hệ thống TDTU hả mn?,ADMISSION
"""How to apply"" nằm ở đâu trên web TDTU vậy ta?",ADMISSION
Nếu em là tác giả thứ 2 trong bài WoS Q1 thì có được thưởng ko ạ?,ACADEMIC
"Alo, cho mình hỏi chút.",GREETING
Mình mới nhập học thì có kịp làm nghiên cứu khoa học để xét ko ta?,ACADEMIC
"Link admission requirement ở đâu vậy ạ, em tìm mãi ko thấy?",ADMISSION
Nếu đang học tiến sĩ năm 3 thì có cơ hội nhận học bổng này ko ạ?,ACADEMIC
Trái Đất mình hình gì á? Donut hả? :)),OUT_OF_SCOPE
CAIT có tham gia vào việc phát triển app TDTU ko ạ?,GENERAL
Cho em hỏi cái này được không ạ? Tks ad nhiều!,GREETING
Khi nào thì hệ thống cấp tk với pass cho sv vậy?,ADMISSION
Nếu sv muốn đổi ngoại ngữ giữa chừng thì có được không ạ?,ACADEMIC
Xét tốt nghiệp với xử lý học vụ thì liên hệ phòng nào ạ?,ACADEMIC
Nộp online xong có cần nộp bản cứng nữa ko ạ?,ACADEMIC
PLO là viết tắt của cái gì vậy ạ?,ACADEMIC
Hôm nay bot thấy thế nào?,OUT_OF_SCOPE
*   Đánh giá năng lực ĐHQG năm sau vẫn được xét vào TDTU hả ta?,ADMISSION
Nếu mình là giảng viên TDTU thì có cần nộp sơ yếu lý lịch có xác nhận của địa phương nữa không?,ACADEMIC
*   Idol nào của ad? Thật lòng đi!,OUT_OF_SCOPE
SDH@tdtu.edu.vn là email của phòng hay của ai vậy ạ?,ACADEMIC
Vậy là học bổng chỉ có cho chương trình tiếng Việt với tiếng Anh thôi hả?,ADMISSION
Cho em hỏi đóng tiền học phí online thì cách nào nhanh nhất ạ?,ACADEMIC
Sđt 028 37 755 051 với 028 37 755 052 khác gì nhau không ạ?,ADMISSION
Trường mình có tư vấn tâm lý cho sv đh hả thầy/cô?,ACADEMIC
Thông báo tuyển sinh với điều kiện xét tuyển xem ở đâu ạ?,ADMISSION
Nhiệt độ này mà ăn kem thì bá cháy!,OUT_OF_SCOPE
Sv mới như mình có cần chuẩn bị thêm gì ngoài mấy thứ cơ bản ko?,ADMISSION
Nếu tốt nghiệp loại giỏi ở TDTU mà còn phải nhất ngành nữa mới đc học bổng thạc sĩ hả thầy/cô?,ACADEMIC
Học xong mấy cái này thì sv TDTU mình làm được những gì?,ACADEMIC
Thông tin về hội cựu sv TDTU mình tìm ở đâu vậy ạ?,ACADEMIC
Chào admin ạ!,GREETING
Ăn pizza ở đâu vừa ngon vừa chill?,OUT_OF_SCOPE
Hello trường ơi!,GREETING
- Hạn 1 năm để nộp hồ sơ tính từ lúc có quyết định công nhận NCS đúng ko ạ?,ACADEMIC
Em chào cô ạ!,GREETING
"""tyuiop"" ai hay gõ cái này điểm danh!",OUT_OF_SCOPE
Giờ mở cửa và đóng cửa bãi giữ xe là mấy giờ?,GENERAL
Napoleon cao bao nhiêu mét vại?,OUT_OF_SCOPE
Có nên chủ động nhắn tin cho crush trước ko ạ?,OUT_OF_SCOPE
Nếu có vấn đề gì cần hỏi thì cứ gọi hotline tuyển sinh là nhanh nhất đúng ko ạ?,ADMISSION
Nộp bản photo giấy cmt kết quả thi trc 30/8 hả mng?,ADMISSION
Email này mình hỏi về lịch học tin học đc ko?,GENERAL
Vậy là sv trúng tuyển thạc sĩ ở Phân hiệu Khánh Hòa năm đầu auto được giảm 20% học phí hả thầy/cô?,ACADEMIC
Chương trình liên kết quốc tế với chương trình song ngữ Anh-Việt là không có học bổng đúng ko ạ?,ADMISSION
Trường TDTU có những khoa nào khi mới thành lập?,GENERAL
Bảng điểm đh có cần bản gốc ko ạ?,ACADEMIC
PT4 là xét hs quốc tế hả thầy/cô?,ADMISSION
HBTS với hỗ trợ sinh hoạt phí là được nhận vào cuối mỗi học kỳ luôn hả?,ACADEMIC
Cảm ơn bạn nhiều ạ!,GREETING
"Em chào thầy/cô, chúc thầy/cô ngày mới tốt lành ạ!",GREETING
Nếu em là sv mà có tên trên cả WoS Q1 với Scopus thì được cộng gộp tiền thưởng không ạ?,ACADEMIC
*   Ad nghĩ ai đẹp trai/xinh gái nhất showbiz Việt?,OUT_OF_SCOPE
"""Địa chỉ liên hệ"" với ""Hộ khẩu"" nếu giống nhau thì mình ghi sao ta?",ADMISSION
Nếu chưa có bằng thì dùng bảng điểm tạm thời được không ạ?,ACADEMIC
Giá trị của học bổng là bao nhiêu zậy TDTU?,ACADEMIC
Quy định về thông tin các phòng ban trung tâm là gì?,GENERAL
Nếu đóng trễ thì có bị phạt gì hông mấy bạn sv?,ACADEMIC
- Tóm lại là nếu tốt nghiệp THPT ở nc ngoài thì phải có cái giấy c.nhận văn bằng tương đương mới đc xét đúng ko ạ?,ADMISSION
Nếu mình là con của giảng viên TDTU thì có được xét học bổng này không?,ACADEMIC
Ra trường rồi muốn học tiếp ở TDTU thì liên hệ phòng Sau đh này đúng không?,ACADEMIC
"50% phí nhập học là trừ trực tiếp hay sao á thầy/cô, hay sv phải đóng rồi trường hoàn lại ạ?",ACADEMIC
"Mấy nay trời lạnh, ăn gì nóng hổi cho ấm bụng nhỉ?",OUT_OF_SCOPE
Sv có được đóng học phí online qua app TDTU ko?,ACADEMIC
Nếu nộp trễ thì có bị tính lãi suất ko thầy cô?,ACADEMIC
Quy định về quy định đào tạo tiếng anh cho sinh viên lớp clc - áp dụng cho khóa tuyển sinh năm 2022 là gì?,GENERAL
Trung tâm có chương trình hợp tác với doanh nghiệp nào để sv có cơ hội thực tập không?,GENERAL
Nếu vi phạm quy định về đồng phục thì sẽ xử lý như thế nào?,GENERAL
Web tuvanhocduong có phải chỗ để xem chương trình đào tạo của trường mình ko ạ?,ACADEMIC
Hồ bơi TDTU có những loại hình hoạt động nào?,GENERAL
Nếu rớt môn nào trong chương trình bồi dưỡng thì có bị mất học bổng không ạ?,ACADEMIC
Link đăng ký thi năng khiếu là link nào ấy nhỉ?,ADMISSION
Thi năng khiếu 3 đợt lấy điểm cao nhất đúng ko ta?,ADMISSION
Wifi ở căn tin có mạnh không?,GENERAL
- Nếu em có thắc mắc về chương trình liên kết quốc tế thì liên hệ email nào ạ?,ADMISSION
Nếu trúng tuyển thì bắt buộc phải xác nhận nhập học online trên hệ thống của Bộ trước khi lên trường làm thủ tục nhập học đúng ko ạ?,ADMISSION
Email sdh@tdtu.edu.vn mình gửi thắc mắc liên quan đến học thạc sĩ được không ạ?,ACADEMIC
Đồng phục thể dục có những loại nào?,GENERAL
Ngoài 6 thứ tiếng kia thì TDTU mình có dạy thêm tiếng nào khác không ạ?,ACADEMIC
HBTS là gì vậy thầy/cô?,ACADEMIC
Chào ad nha!,GREETING
Dạ chào thầy/cô ạ!,GREETING
Danh sách thi với lịch thi xem ở đâu vậy mấy anh chị?,ACADEMIC
"Dạ chào trường, em muốn hỏi về vấn đề học phí ạ.",GREETING
Hạn chót nộp học phí đợt 4 này là khi nào vậy trường?,ACADEMIC
Mẫu đơn xin học bổng lấy ở đâu zậy ạ?,ACADEMIC
Em đóng tiền rồi muốn đổi biên lai thì liên hệ trực tiếp số này được không ạ?,ACADEMIC
"- Nếu mình là sv KHXH thì cần mấy bài WoS, mấy bài Scopus để được 100% học phí vậy?",ACADEMIC
"Tuyệt vời, em cảm ơn!",GREETING
Chào buổi sáng thầy/cô chatbot!,GREETING
Phụ lục văn bằng là cái gì vậy ạ? Em tốt nghiệp lâu rồi không nhớ có cái đó.,ACADEMIC
"PLO 3 ""thúc đẩy sự đa dạng"" là mình phải làm những gì để đạt được vậy thầy/cô?",ACADEMIC
Có khi nào có WWIII ko mng?,OUT_OF_SCOPE
Cathay Life làm 2 cái hệ thống đào tạo trực tuyến luôn hả?,GENERAL
Dạ em chào thầy/cô ạ!,GREETING
Tra cứu điểm trúng tuyển ở link nào ấy nhỉ?,ADMISSION
- Cho em hỏi chương trình học ở phân hiệu Khánh Hòa thì học phí có khác gì so với ở SG ko ạ?,ADMISSION
Nếu bằng đh của em học toàn bằng tiếng Anh thì cũng được tính là đủ điều kiện ngoại ngữ luôn đúng ko ạ?,ACADEMIC
Tốc độ internet trung bình của wifi trường là bao nhiêu?,GENERAL
